place,description,category,price,latitude,longitude
Desa Wisata Tembi,"Tembi Tourism Village is one of the many tourism villages that have successfully managed their area, making it an area worth visiting. The natural, historical, and cultural potential of Tembi Tourism Village is indeed very suitable to be used as a tourism village. Moreover, the distance of Tembi Tourism Village is not far from the center of Jogja. It turns out that the charm of the beauty of Tembi Tourism Village is not only limited to these two things. And here is complete information about Tembi Tourism Village, as an initial reference for determining the location of the tourist attraction during the next vacation. The location of Tembi Tourism Village is located one way to Parangtritis. The address of Tembi Tourism Village is in Tembi Village, Sewon District, Bantul Regency, Special Region of Yogyakarta.",Taman Hiburan,50000,-7.8725673,110.3546963
Wisata Kaliurang,"Jogja is always interesting to explore, especially its tourist attractions. Various tours are available in Jogja, ranging from artificial tours to natural tours. Like the Kaliurang Tourism Park, which combines natural elements with a recreational park. This recreational park is located on the slopes of Mount Merapi. It is not surprising that this tourist attraction is very cool. Spending time on vacation here is the right choice.",Cagar Alam,8000,-7.6120675,110.4205209
Heha Sky View,"HeHa Sky View is one of the newest and most popular tourist attractions in Yogyakarta right now. Want to take aesthetic photos like a celebrity or take photos on a glass-floored rooftop? You can! Located in romantic Yogyakarta, Heha Sky View is a tourist attraction that has three characteristics. Based on their Instagram account, the three main characteristics of Heha Sky View are selfies, restaurants, and food stalls. There are many contemporary food sellers with a container concept for those of you who like to pamper your tongue. And if you want to add to your selfie stock, there are many Instagrammable spots that are worth trying.",Taman Hiburan,15000,-7.8496144,110.478324
Taman Sungai Mudal,"Taman Sungai Mudal, an open nature tourism object located in Kulon Progo Regency, which offers the charm of a bathing pool sourced from a natural spring. The spring water comes from a cave, so the presence of Taman Sungai Mudal eliminates the haunted impression of a cave. Moreover, it is supported by facilities that make tourists feel comfortable while they are there. Taman Sungai Mudal is one of the Kulon Progo tours that is always the main destination when the holidays arrive. One of the main reasons is because Taman Sungai Mudal is able to become a fun family tourism destination.",Cagar Alam,10000,-7.7628136,110.1161626
Pantai Sanglen,"Sanglen Beach. The location is in Kemadang Village, Gunung Kidul. This beautiful beach may sound foreign to the ear, but it turns out that this beach holds a very calming beauty. The condition of the waves quietly sweeping away makes us have to be careful if we want to play in the water when the tide is high, but when the tide is low you can play in the waves around the beach. Not far from the beach area there is a hill decorated with trees that are still shady and naturally green, you can climb up the hill via the stairs that have been provided.",Bahari,10000,-8.1367456,110.5716362
Pantai Congot,"In addition to Glagah Beach and Trisik Beach, it turns out that there is another beach in Kulon Progo. Namely Congot Beach, this beach is famous as a fishing paradise. So it is not surprising that Congot Beach is often visited by fishing enthusiasts, besides that the community around Congot Beach depends on their livelihood as fishermen. Congot Beach is indeed not as popular as other beaches in Kulon Progo, it began to be visited by many tourists when the Pasir Mendit Mangrove Forest was opened. Because its location is not too far from Congot Beach, which is located on the west side of the beach. Congot Beach is the estuary of the Bogowonto River. This is also what makes Congot Beach a favorite spot for anglers, because there are many types of fish ranging from freshwater fish, brackish water fish to saltwater fish.",Bahari,3000,-7.9075425,110.0535658
Candi Borobudur,"The temple, which was once included as one of the Seven Wonders of the World, is decorated with many reliefs on the temple walls. The reliefs in Borobudur Temple reach 2,672 and can be up to 6 kilometers long.",Budaya dan Sejarah,50000.0,-7.607086854,110.2036226
Candi Prambanan,"Prambanan Temple is the largest Hindu temple complex in Indonesia, built in the 9th century AD. This temple is dedicated to Trimurti, the three main Hindu gods, namely Brahma as the creator god, Vishnu as the preserver god, and Shiva as the destroyer god. Based on the Siwagrha inscription, the original name of this temple complex is Siwagrha (Sanskrit meaning 'House of Shiva'), and indeed in the garbagriha (main room) of this temple there is a three-meter-high statue of Shiva Mahadewa which shows that in this temple the god Shiva is more prioritized.",Budaya dan Sejarah,50000.0,-7.751834561,110.4915318
Tebing Breksi,"Tebing Breksi is a tourist attraction located in Sleman Regency. Its location is south of Prambanan Temple and adjacent to Ijo Temple and the Boko Palace Complex. This place is a hill of breksi rocks. From the top of the cliff, tourists can see the entire city of Jogja, even community activities can be seen from the top of the cliff, such as planes taking off, vehicles going back and forth.",Alam,10000.0,-7.781476547,110.5045757
The Palace of Yogyakarta (Keraton Yogyakarta),"The palace complex is a museum that houses various collections belonging to the sultanate, including gifts from European kings, replicas of palace heirlooms, and gamelan. In terms of its buildings, the palace is one of the best examples of Javanese palace architecture, with luxurious halls and spacious grounds and pavilions.",Budaya dan Sejarah,8000.0,-7.8052845,110.3642031
Taman Sari,"Taman Sari Yogyakarta, is one of the buildings owned by the Yogyakarta Sultanate which functions as a tourist destination. However, in addition to being a tourist destination, Taman Sari at certain times is also still used as a place of ritual by the royal family. With the form of Portuguese-Javanese architectural buildings, the buildings in this park are the main attraction. Although now the condition of the building is no longer intact as when it was still used as a sultanate garden, the aura of beauty still radiates strongly from the buildings in this park.",Budaya dan Sejarah,5000.0,-7.809833449,110.3595117
Hutan Pinus Mangunan Dlingo,"Mangunan pine forest in Jogja can be the right forest destination. There are many towering trees there, known as Pinus Merkusi. No wonder many tourists are infatuated with this tourist attraction, because the coolness and beauty of the scenery are truly enchanting to the eye.",Alam,3000.0,-7.9267837,110.4319967
Jogja Bay,"Jogja Bay Waterpark (JBW) is one of the largest waterparks in Southeast Asia located in the second largest tourist city in Indonesia, Yogyakarta. And recently it has become one of the tourist destinations in Yogyakarta. The waterpark, which is currently the largest, most complete water ride attraction with international standards and has a Pirate character - is proud to say that according to TripAdvisor International, it has released in 2019 ""Jogja Bay Waterpark in Yogyakarta as the 3rd Best Waterpark in Asia"". Jogjabay has been certified CHSE (Clean, Health, Safety, & Environment) with a score of 100% from the Indonesian Ministry of Tourism and Creative Economy and Sucofindo.",Wisata Air,100000.0,-7.7478461,110.4188754
Fort Vredeburg Museum,"The location of Vredeburg Fort Yogyakarta in the zero kilometer area of ​​the center of Yogyakarta City makes it an attraction for tourists. In its service to the community, the Vredeburg Fort Museum cannot be separated from educational elements because basically the museum has two functions, namely as a recreation and a place of education. Information about Culture and History, culture and noble values ​​of struggle are conveyed to the younger generation in an edutainment nuance, which comes from the words education and entertainment. Thus, Vredeburg Fort which is now the Vredeburg Fort Museum Yogyakarta has become attached to the City of Yogyakarta. The Cultural and Historical background of the City of Yogyakarta both as the capital of the Yogyakarta Sultanate and the capital of the Republic of Indonesia cannot be separated from the Culture and History of Vredeburg Fort Yogyakarta. The preservation of Vredeburg Fort as a museum does not mean glorifying the symbol of colonial glory. However, the goal is to obtain a new function that can provide information and aspirations for the national struggle for future generations.",Budaya dan Sejarah,3000.0,-7.8002016,110.3663044
Museum Benteng Vredeburg,"Vredeburg Fortress is one of the most famous Dutch heritage museums in Jogja because this museum has a fairly long story value and still survives to this day. Vredeburg Fortress Museum collects various works of art, various statues, and various weapons from the Dutch.",Budaya dan Sejarah,3000.0,-7.799287456,110.3661757
Tugu,"This monument is now one of the tourist attractions of Yogyakarta, and is often known as the “White Pal Monument” (pal also means monument), because the color of the paint used since the past is white. This pal monument is round and long with a small ball and a pointed tip at the top. When viewed from the Yogyakarta Palace to the north, it will be seen that Malioboro Street, Margo Utomo Street, Yogyakarta Monument, and A.M. Sangadji Street form a straight line towards the peak of Mount Merapi which is known as the Imaginary Line of Yogyakarta.",Budaya dan Sejarah,Tidak diketahui.,-7.7828822,110.3670514
Heha Sky View,"One of the favorite tourist destinations that offers the best view of the city of Yogyakarta and its surroundings ""from the 2nd floor"". Located in the Gunungkidul hilly area, HeHa Sky View is only 40 minutes from the center of Yogyakarta City. The colorful Sky Balloon is one of the rides that must be tried. Here there is a variety of street food and can be enjoyed while sitting and chatting on a bean bag or outdoor area. Many cool photo spots.",Buatan,10000.0,-7.848530311,110.4787102
XT Square,"XT-Square is an area built with an integrated concept offered to the public in one shopping tourism center package, namely what to see, what to eat, and what to buy. Designed as a public space with a citywalk concept, supported by a culinary area and an art performance area that further supports comfortable and enjoyable shopping tourism activities, XT-Square was built for visitor satisfaction.",Buatan,25000.0,-7.8165658,110.3866908
Kaliadem,"Kaliadaem Bunker is a place to take shelter from the ferocity of Mount Merapi. This place holds many traces of the ferocity of Mount Merapi. In the Kaliadem bunker there is a main door made of 15 cm thick steel, a bunker room that still has remnants of Merapi material, and the top is covered with rocks and volcanic sand.","Alam, Budaya dan Sejarah",3000.0,-7.582047728,110.4476387
Ratu Boko,"Ratu Boko Palace is a magnificent building built during the reign of Rakai Panangkaran, one of the descendants of the Syailendra Dynasty. The palace, which was originally named Abhayagiri Vihara (meaning a monastery on a peaceful hill), was built as a place to meditate and focus on spiritual life. Being in this palace, you can feel the peace while seeing the view of the city of Yogyakarta and Prambanan Temple with Mount Merapi in the background.",Budaya dan Sejarah,40000.0,-7.7705416,110.4894158
Depok Beach,"Depok Beach, which is located only 1.5 km from Parangtritis, is indeed famous among local tourists. In addition to the beauty of its beach, this Yogyakarta beach tourism is also famous for its various seafood menus that taste like they can rock your tongue. No wonder, almost all residents who live around this beach work as fishermen. That is why the seafood processed in this place is very special. Because all the fish and seafood here are still fresh when processed.",Pantai,10000.0,-8.0137087,110.2914777
Central Museum of the Air Force Dirgantara Mandala,"The Indonesian Air Force Central Museum “Dirgantara Mandala” is a museum initiated by the Indonesian Air Force to immortalize cultural and historical events within the Indonesian Air Force, headquartered in the Adi Sutjipto Air Base complex, Yogyakarta. This museum was previously located on Jalan Tanah Abang Bukit, Jakarta and was inaugurated on April 4, 1969 by the Air Force Commander Admiral Roesmin Noerjadin and then moved to Yogyakarta on July 29, 1978.",Museum,3000.0,-7.7899338,110.4156788
Masjid Gedhe Kauman,"The Great Kauman Mosque was built by Sri Sultan Hamengku Buwono I with Kyai Faqih Ibrahim Diponingrat (the first head of the palace) and Kyai Wiryokusumo as its architect. This mosque was built on Ahad Wage, May 29, 1773 AD or 6 Rabi'ulakhir 1187 H. The Great Kauman Mosque is a place of worship, but this mosque is also a fairly famous tourist spot. However, the main function of the mosque as a place of worship is still very well maintained complete with all the necessary facilities.",Budaya dan Sejarah,Tidak diketahui.,-7.802697521,110.3625956
Bukit Paralayang Watugupit,"As the name suggests, this hill is used as a place for a paragliding runway. Many professionals practice here. Even laypeople can try paragliding because there are instructors who will accompany them.","Alam, Petualangan, Pantai",5000.0,-8.026589501,110.3458478
Lava Merapi and Alien Stone,"Lava Tour Merapi can be an option for tourist activities when on holiday in Yogyakarta. Lava Tour Merapi is a term for a tour of the area affected by the eruption of Mount Merapi in 2010. The tour in question is a tour using a jeep. Tour activities include visits to a number of points directly affected by the eruption. Lava tour Merapi is offered as a variety of tour package options. These packages are priced at various prices. Each package includes entrance tickets for a number of stops. This tour package can accommodate groups, making it suitable to be tried as a family vacation or with friends.",Alam,350000.0,-7.6023375,110.4552585
Candi Plaosan,"Plaosan Temple is located in Bugisan Village, Prambanan District, Klaten Regency, approximately 1.5 km to the east of Sewu Temple. This temple is an ancient building complex divided into two, namely the Plaosan Lor Temple complex (lor in Javanese means north) and the Plaosan Kidul Temple complex (kidul in Javanese means south). The carvings found in Plaosan Temple are very fine and detailed, similar to those found in Borobudur Temple, Sewu Temple, and Sari Temple. Plaosan Temple, which is a Buddhist temple, is estimated by experts to have been built during the reign of Rakai Pikatan of the Hindu Mataram Kingdom, namely in the early 9th century AD. One expert who supports this opinion is De Casparis who adheres to the contents of the Cri Kahulunan Inscription (842 AD). The inscription states that Plaosan Lor Temple was built by Queen Sri Kahulunan, with the support of her husband. According to De Casparis, Sri Kahulunan is the title of Pramodhawardani, the daughter of King Samarattungga of the Syailendra Dynasty. The Princess, who was a Buddhist, married Rakai Pikatan of the Sanjaya Dynasty, who was a Hindu.",Budaya dan Sejarah,3000.0,-7.7407807,110.5046772
Agro Tourism Bhumi Merapi,"Agrowisata Bhumi Merapi Yogyakarta. This tourist spot located in the Kaliurang area offers educational tourism for its visitors. Built in 2015 with an area of ​​5.2 hectares. This tourist spot offers the concept of agriculture, plantations, and livestock. So, besides holidays, visitors can also get a lot of knowledge. The cool and comfortable atmosphere also makes visitors feel at home there for a long time. Various tourist activities can be done at this tourist spot. Mainly activities related to agriculture, livestock and plantations. Here are some of them. Identical to educational tourism, this recreation park provides a place to learn animal husbandry for its visitors. Among them are goats and rabbits. The goats studied are the Ettawa goat type. The activities carried out include milking goats, giving baby goats nipples, processing milk to make yogurt and ice cream, processing animal feed, and processing goat manure into organic fertilizer and biogas. While the rabbits here are ornamental rabbits and meat rabbits. And visitors can also feed the rabbits. In addition, there are also reptiles kept here, such as snakes, turtles, and other reptiles that can be used as a means of education.",Agrowisata,30000.0,-7.6400756,110.4264098
Wisata Kalibiru,"Kalibiru Tourism is located at an altitude of 450 meters above sea level, which has now become a fertile tourist forest. With hills covered with various trees, such as pine, teak, and eucalyptus. This tourist spot is located in the countryside, so it is no wonder that many houses with ancient Javanese architecture are found. These houses function as management offices and entrance ticket counters. After that, visitors must trek in the forest to be able to reach the main spot. Here, a footpath has been provided so that visitors only need to follow the direction of the road. Along the way, visitors will find various types of vegetation. Starting from bushes to trees with woody trunks that branch out. In addition, there are also orchid plants that seem to be hiding in the dense trees.",Alam,10000.0,-7.8057305,110.127969
De Mata Trick Eye Museum,"Starting from the desire that Indonesia should not be inferior to other countries in the field of tourism, the President Director of PT. Demata Maris Indonesia, namely Mr. Petrus FX Kusuma was inspired to adapt the concept of tourist attractions from abroad so that they could be brought to Indonesia. The aim is for people in Indonesia to be able to visit similar but not the same places that are still closely related to educational, innovative, and entertaining elements. Offered with low cost-highly entertaining entrance ticket prices, thus providing an opportunity for all groups to be able to travel. With the existence of several tourist attractions that already exist and will be built by PT. Demata Maris Indonesia is not only an ideal and dream that has come true but also a potential business that provides an opportunity for all Indonesian people to travel with cheap ticket prices","Buatan, Museum",40000.0,-7.8163156,110.3871442
Candi Sambisari,"Sambisari Temple is a Hindu temple located in Purwomartani, Kalasan, Sleman, Special Region of Yogyakarta. Its position is approximately 12 kilometers (km) east of the city of Yogyakarta towards the city of Solo. The location of the temple is quite unique, which is located approximately 6.5 meters lower than the surrounding ground level. Therefore, if you want to enter the temple complex you have to walk down dozens of steep steps so you have to be careful. If you are in the area around the temple, all you see is the roof of the temple that protrudes slightly above the ground.",Budaya dan Sejarah,5000.0,-7.762491,110.4470374
Pantai Wediombo,"The attraction of this beach lies in its coral reefs. Along the shoreline, Wedi Ombo is decorated with coral reefs. These rocks make Wedi Ombo look like a vast coral garden. In addition, the calm sea makes it a suitable location for relaxing. Wedi Ombo Beach is located on the edge of the bay. This beach faces west with a nearly straight coastline. This makes the sea breeze that hits not as strong as other beaches. So, the sea tends to be calmer.",Pantai,5000.0,-8.1902176,110.7103772
Pantai Parangkusumo,"Parangkusumo Beach is one of the beaches considered sacred by the locals. The people of Jogja believe in a special relationship between the Jogja Palace and Nyi Roro Kidul, the ruler of the southern coast. In Javanese tradition, Parangkusumo Beach is considered the main gate or path to the Keraton Gaib Laut Selatan, the kingdom of Nyi Roro Kidul. Therefore, it is not surprising that Parangkusumo Beach is often a pilgrim destination during the month of Sura in the Javanese calendar. Likewise on normal days, visitors will crowd the beach on Tuesday Kliwon and Friday Kliwon nights. Although thick with mystical and legendary nuances, Parangkusumo Beach also offers views that are no less beautiful than other beaches in Jogja. Here, you will see oil palm-like plants lined up at the back of the beach which creates a natural impression.",Pantai,3000.0,-8.022769,110.324995
Taman Pelangi Jogja,"If rainbows are usually there during the day after rain, then in Taman Pelangi Yogyakarta visitors can actually enjoy it every night. Yes, this is because this park is a Lantern Park with various colors and shapes. Visitors can direct themselves to rows of lanterns in the form of flora and fauna. There are also lanterns in the form of Disney and Japanese cartoon characters, dinosaurs, dragons, and underwater life that are very interesting, especially for children. Not leaving behind Culture and History, there are also lanterns in the form of the faces of national leaders. Open since the evening, this park is indeed very suitable as a choice of family recreation destination at night.",Buatan,20000.0,-7.7505259,110.3687049
Pantai Cemara Sewu Bantul Yogyakarta,"If you are looking for a comfortable and peaceful atmosphere, then this beach is the champion. As the name implies, which means the beach of a thousand pine trees, then as soon as you arrive at the beach area you will be immediately greeted by pine trees. Pine trees are an important icon for this beach. Unlike other beaches that will get hotter as the day gets later. At Cemoro Sewu Beach, you will always feel a shady atmosphere even though the sun is very hot. The gazebos that stand neatly among the lush pine trees make visitors feel more at home relaxing there. Moreover, the later in the afternoon the beach breeze will be even cooler, adding to the cool atmosphere.",Pantai,10000.0,-8.019114,110.3145616
Bukit Klangon,On Klangon Hill we will be presented with an extraordinary view of Mount Merapi. We can see this active volcano at such a close distance. We don't need to climb to the top because on Klangon Hill we can see the peak of Mount Merapi quite clearly. Here there are several viewing posts that we can use to see the exotic nature around the hill. This viewing post is also usually a photo spot so don't forget your camera to hunt for instagenic views.,Alam,5000.0,-7.5768966,110.4548266
Taman Wisata Kaliurang,"Kaliurang Tourism Park can be a reference for family weekend tourism. The surrounding scenery is very beautiful, there are still many trees growing tall and towering. Plus the view of the majestic peak of Mount Merapi. In addition, the air around is still very cool. The smell of motor vehicle exhaust is not smelled in this area. Being here makes the lungs healthier. Many tourists come with their families. Sitting relaxed on mats on the grass while chatting with family. Plus, the atmosphere is very supportive for socializing. In addition to presenting beautiful scenery, Kaliurang Tourism Park also has outbound rides. Such as flying fox to the Ridz High Rope tree house.",Alam,8000.0,-7.598797,110.42636
Jogja National Museum,"For art lovers, of course, they will never miss a place or building that stores various works of art. One of the art buildings in the Yogyakarta area that is quite famous is the Jogja National Museum. It is located on Jalan Amri Yahya Yogyakarta. This museum itself has been established for quite a long time and presents various interesting works of art. In short, this museum displays various unique and high-quality contemporary works of art. For those of you who really like or are studying contemporary art, then the decision to visit this place is very right. You will be greeted with works of art from various artists and also with their respective creativity and uniqueness.","Museum, Budaya dan Sejarah",Tidak diketahui.,-7.8001175,110.3534164
Taman Pintar Yogyakarta,"Taman Pintar Yogyakarta is a tourist attraction located in the center of Yogyakarta City, precisely on Jalan Panembahan Senopati No. 1-3, Yogyakarta, in the Benteng Vredeburg area. This park combines recreational and educational tourist attractions in one location. This recreation area is very good for children in their developmental period. This park, especially in early childhood education facilities, is equipped with interactive digital technology and video mapping that will spur children's imagination and their interest in technology.",Buatan,20000.0,-7.799757357,110.3678697
Mangrove Jembatan Api-Api (MJAA),The Api-api Bridge Mangrove in Kulon Progo combines the concept of nature and instagenic spots. You can relax while taking pictures here.,Alam,8000.0,-7.89485,110.0253631
Embung Nglanggeran,"Nglanggeran Reservoir is a small reservoir for storing water with an area of ​​about 0.34 hectares. The water from this reservoir is used for irrigation in the surrounding plantation area. In addition to irrigation, this lake is also used as a tourist attraction. This is because of the beautiful panorama that can be seen from the reservoir with an altitude of about 495 meters above sea level. In addition to the reservoir (water reservoir), the view of the ancient volcano is the charm offered by this tourist attraction.",Buatan,10000.0,-7.8471399,110.5468589
Seribu Batu Songgo Langit,"Around the pine forest, it turns out that there are still many tourist attractions that must be visited, one of which is Seribu Batu Songgo Langit. The name sounds foreign, but if it is called the Hobbit house, of course friends will immediately know this tourist spot. Yes, Seribu Batu Songgo Langit is the location where there is a Hobbit house in the Mangunan area. The Hobbit house in question is different from the one in New Zealand of course. The Hobbit house here is an imitation of the one in the Hobbit film or the one in New Zealand. Songgo langit means sky support, this is because in Seribu Baru Songgo Langit there is a hill that seems to be a pillar of the sky. Seribu Batu Songgo Langit is a tourist spot in the Dlingo area that offers various tourist attractions, but most of them are photo spots. The photo spots in Seribu Batu are almost all anti-mainstream.","Alam, Buatan",2500.0,-7.931099,110.429738
Malioboro,"Malioboro is the heart of Jogja City. Although it is famous as a shopping paradise for souvenirs and crafts, it turns out that many tourists and locals come to Malioboro early in the morning to exercise or just enjoy the fresh air while looking for breakfast.","Buatan, Budaya dan Sejarah",3000.0,-7.7982487,110.3652793
Bundaran UGM,UGM Roundabout is the main entrance gate to Gadjah Mada University.,Buatan,0.0,-7.7760052,110.3760616
Pantai Ngobaran,"The uniqueness that characterizes Ngobaran Beach is the presence of temples and statues. Their existence makes Ngobaran Beach have a unique atmosphere similar to Bali Island. One uniqueness that is most likely hidden from most tourists is the presence of a fresh water source on the edge of the sea. However, the flow of fresh water can only be found when the sea water is receding. One special dish that can be obtained at Ngobaran Beach is sea urchins or sea urchins. This culinary can be ordered at the stalls around the beach. The part of the sea urchin that is eaten is the meat.","Pantai, Budaya dan Sejarah",5000.0,-8.1191333,110.5050409
Gunung Api Purba Nglanggeran,"The Nglanggeran Ancient Mountain Ecosystem Area or commonly called Mount Nglanggeran is an area whose lithology is composed of old volcanic material, in the form of a giant rock mountain that stretches approximately 800 meters with a height reaching 300 meters. In the Nglanggeran Ancient Volcano Area, rare fauna and flora are also found, such as tremas plants (medicinal plants that only live in the ecotourism area of ​​the Ancient Volcano), long-tailed monkeys.",Alam,15000.0,-7.8427585,110.5379165
Galaxy Waterpark,"Galaxy Waterpark is suitable as an option for a vacation with family, especially for children. Here are provided various rides such as a current pool, flying fox, water slide rides, an Olympic pool designed with international standards for adult swimming athletes.",Wisata Air,35000.0,-7.8159633,110.4136917
Pemecah Ombak Pantai Glagah,The breakwater is the main tourist attraction at Glagah Beach. Many visitors come to this beach to see firsthand what the breakwater looks like. There are two breakwaters in the Glagah Beach area. The breakwater that is visited by many tourists is on the west side which is part of the Glagah sand beach area. The breakwater on the east side can be reached via Adikarta Pier.,"Buatan, Alam",5000.0,-7.9190028,110.0775951
Museum HM Soeharto,"The Soeharto Museum is a cultural and historical building in the form of a museum that stores memoirs and relics of General Soeharto, which was inaugurated in 2013. This museum stands on land owned by Soeharto located in Kemusuk Lor Hamlet, Argomulyo Village, Sedayu District, Bantul Regency, Special Region of Yogyakarta. Inside this memorial, there is a large joglo building in the center of the location, the house of Pak Harto's great-grandfather, Notosudiro. There are also relics, dioramas of Pak Harto's cultural and historical life, national archive documents, videos, and several photos related to Pak Harto's culture and history.","Museum, Budaya dan Sejarah",Tidak diketahui.,-7.7913177,110.2805284
Grand Puri Waterpark,"Grand Puri Waterpark Yogya is located in Bantul area, one of the largest waterparks in Bantul Regency. A family recreation area that provides exciting attractions and rides that can be played by both children and adults. There is an olympic art pool, current pool, reception pool, and toddler pool. There are also various food court facilities, free wifi, gazebo, atm, and many more.",Wisata Air,35000.0,-7.8777662,110.352078
Balong Waterpark,"“Full of Splash and Fun”, that is the slogan carried by Balong Waterpark. In this waterpark we will find two main pools that are intended for toddlers and adults. In addition, various game rides such as falling buckets, water coasters, and family slides are also available to be enjoyed. The atmosphere in the location is quite cool and clean. Various public facilities have also been prepared to provide comfort for visitors. This waterpark is highly recommended as a weekend recreation destination with family. Children can play as much as they want, adults can also relax comfortably.",Wisata Air,20000.0,-7.8434924,110.4103899
Kids Fun Park (Pusat),Kids Fun is a ride or play area for children.,Buatan,Tidak diketahui.,-7.827611573,110.4413491
Stonehenge Merapi,"This new tour has just become a hit in Jogja, precisely in Kepuharjo, Cangkringan, Sleman, you will find a replica of Stonehenge, a relic of the pre-Cultural and Historical era in the form of an arrangement of large irregular stones that are originally located in England. The shape and arrangement of the stones at Stonehenge Cangkringan are similar to the original, complete with green grass. Entering and sitting inside the circle will be a different experience.",Buatan,5000.0,-7.6022481,110.4479012
CitraGrand Mutiara Waterpark Yogyakarta,"This waterpark is one of the favorite water tourism objects for families. Carrying the theme of Treasure Adventure, CitraGrand Mutiara Waterpark Yogya presents various water rides that will take visitors as if on an adventure with pirates.",Wisata Air,80000.0,-7.8137343,110.2831838
Wisata Telaga Potorono,"In addition to being used as a lake, Potorono village lake is also used as an interesting alternative tourist spot. Potorono village lake offers beautiful views with cool air. Around the lake there are six (6) gazebos/huts that can be used as shelter.","Buatan, Wisata Air",Tidak diketahui.,-7.8300074,110.4204773
Wisata Alam Watu Amben,"Watu Amben Jogja is a natural tourist attraction where you can enjoy the city lights of Yogyakarta at night. One of the unique natural attractions of Jogja is Watu Amben Jogja. This tourist attraction not only has natural elements but also artificial elements. This tourist attraction is included in the Bukit Bintang Gunung Kidul hill complex. From the top of this hill, you can see the beautiful natural scenery and views of the city of Jogja. Especially if enjoyed at night, you can see the twinkling lights of the city of Jogja. This place is also a choice of a cool hangout for the people of Jogja, especially young people. Yes, because besides enjoying the scenery, you can also enjoy delicious Jogja specialties.","Alam, Buatan",Tidak diketahui.,-7.8576729,110.4727388
Candi Sojiwan,"Sojiwan Temple has uniqueness. This uniqueness comes from several relief panels that tell stories about animals. If understood more deeply, these stories convey timeless moral messages. These moral messages are also very useful for living everyday life. After conducting research, there were several interesting findings. One of them is the surrounding ditch. This surrounding ditch is partly located in a residential area. In the ditch, statues, temple foundations, fence structures, temple stones (loose), temple structures and stones were found around the residential area located south of the Main Temple. Sojiwan Temple is located in the Siwa Plateu area where there are many temples, both Hindu and Buddhist temples. This shows that since ancient times our ancestors have lived in harmony and are very tolerant. These values ​​of tolerance are greatly needed by Indonesian society today considering that we have different beliefs.",Budaya dan Sejarah,5000.0,-7.7603952,110.4962014
Goa Selarong,"Selarong Cave or also known as Diponegoro Cave, is a cave with culture and history as well as a natural and religious tourist spot. Selarong Cave is a small cave located in Kembangputihan Hamlet, Pajangan District, Bantul. The location is quite easy to reach because it is not far from Bantul City, DIY. In Selarong Cave, there are two caves, namely Kakung Cave and P Cave. At first glance, there is no visually attractive appearance from the two caves. However, the cave holds a major event that is part of the Culture and History of the Indonesian nation. Especially the story of the heroism of Prince Diponegoro who became a great figure when the Java War broke out in 1825-1830.utri.",Alam,6000.0,-7.860965268,110.3145237
Waduk Sermo,"Sermo Reservoir is a reservoir located in Kulon Progo Regency, Special Region of Yogyakarta, this 157 hectare reservoir was built starting in 1994 and was inaugurated by the 2nd President of Indonesia at that time, President Soeharto on November 20, 1996. This reservoir was built by damming the Ngrancah River in Hargowilis Village, Kokap District, the construction of this reservoir also required the government to carry out a transmigration program, as many as 100 families were transmigrated to Tak Toi Bengkulu. There are many things that you can do in this place, the first is taking pictures at interesting photo spots, there are various interesting photo spots that visitors can use in this place. Furthermore, for all of you who like fishing, there's nothing wrong with trying to hunt the ""Red Devil"" fish, which is a predatory fish in this reservoir, the Red Fish is a favorite among anglers in this Sermo Reservoir.","Buatan, Wisata Air",5000.0,-7.821219329,110.1149803
Grojogan Watu Purbo Bangunrejo,"This place promises a very interesting selfie photo spot and a beautiful river flow and flower garden. Also, tourists can enjoy appetizing rural cuisine with the blue of Mount Merapi as a backdrop. This relatively new destination is actually the Kali Krasak river which originates from Mount Merapi. The flow is formed from 6 sabo dams arranged in levels with a height of 3 to 7 meters to create a waterfall or in Javanese called grojogan.",Alam,5000.0,-7.6340196,110.3383881
Kebun Buah Mangunan,"Mangunan Fruit Garden is one of the tourist attractions in the Mangunan area, Dlingo, Bantul Regency, Yogyakarta. The tourist area, which is famous as one of the spots of Negeri di Atas Awan, is located about 25 kilometers (km) from the city of Yogyakarta. With a travel time of approximately one hour, Mangunan Fruit Garden can be an alternative tourist spot with family on the weekend.",Agrowisata,6000.0,-7.939896,110.424336
Tirtonirmolo Water Park Galuh,"Tirtonirmolo Water Park Galuh is a combination of Galuh hotels located on the south side of Tirtonirmolo Water Park Galuh. Tourists can enjoy various rides around Tirtonirmolo Water Park. Not only water, there are also 12 pools, namely an adult pool, a slide pool, children's pool, a ball pool, a family pool, a current pool, a tipping bucket pool, a songsong gora pool, a spider pool, a seahorse, and a fountain pool. This tour is suitable to be visited with family or friends.",Wisata Air,30000.0,-7.748672,110.501128
Affandi Museum,"Affandi Museum is one of the art museums in the Special Region of Yogyakarta, Indonesia. The museum, located on the banks of the Gajah Wong River, houses various paintings by Affandi. In addition, the museum also houses many other relics of Affandi such as cars, bicycles and many more. There are more than 300 paintings including several self-portraits and works by other famous artists such as Sudjojono, Hendra Gunawan, and Barli. Don't forget to take a photo of Affandi's iconic house with a roof shaped like a banana stem.","Budaya dan Sejarah, Museum",30000.0,-7.782713,110.396397
